# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.,,,,
# ,,,,
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI),,,,
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.,,,,
# ,,,,
# STN         LON(east)   LAT(north)  ALT(m)      NAME,,,,
# 275         5.873       52.056      48.20       Deelen      ,,,,
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius),,,,
# Q         : Globale straling (in J/cm2) / Global radiation (in J/cm2),,,,
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm),,,,
# STN,YYYYMMDD,   TG,    Q,   RH
275,20070105,80,80,18
275,20070106,81,122,127
275,20070107,75,90,19
275,20070108,87,216,75
275,20070109,128,113,-1
275,20070110,102,48,64
275,20070111,75,17,61
275,20070112,94,123,-1
275,20070113,105,60,9
275,20070114,62,400,19
275,20070115,48,356,0
275,20070116,72,110,15
275,20070117,91,138,93
275,20070118,99,24,308
275,20070119,93,304,45
275,20070120,99,99,37
275,20070121,57,275,31
275,20070122,12,237,40
275,20070123,-43,298,0
275,20070124,-37,175,0
275,20070125,-31,367,0
275,20070126,7,102,41
275,20070127,24,282,1
275,20070128,61,69,18
275,20070129,75,308,3
275,20070130,73,232,4
275,20070131,62,267,15
275,20070201,79,140,-1
275,20070202,66,155,0
275,20070203,42,603,0
275,20070204,31,396,0
275,20070205,7,222,3
275,20070206,-2,608,0
275,20070207,-7,566,0
275,20070208,-3,144,114
275,20070209,15,134,5
275,20070210,29,214,44
275,20070211,71,149,127
275,20070212,77,276,90
275,20070213,71,223,45
275,20070214,54,118,88
275,20070215,58,811,0
275,20070216,76,653,0
275,20070217,71,608,0
275,20070218,40,204,0
275,20070219,48,418,-1
275,20070220,77,589,0
275,20070221,72,177,39
275,20070222,74,647,0
275,20070223,91,348,3
275,20070224,91,336,53
275,20070225,71,188,184
275,20070226,66,293,24
275,20070227,60,234,117
275,20070228,92,422,72
275,20070301,73,626,130
275,20070302,51,598,3
275,20070303,51,273,86
275,20070304,80,611,0
275,20070305,87,700,68
275,20070306,85,186,195
275,20070307,79,351,33
275,20070308,72,823,0
275,20070309,54,208,57
275,20070310,54,1026,0
275,20070311,81,1274,0
275,20070312,86,1388,0
275,20070313,70,1263,0
275,20070314,50,1034,0
275,20070315,49,1271,0
275,20070316,74,399,3
275,20070317,99,311,4
275,20070318,60,685,124
275,20070319,17,585,33
275,20070320,26,855,15
275,20070321,39,1023,4
275,20070322,61,650,-1
275,20070323,60,499,-1
275,20070324,83,486,1
275,20070325,99,1309,0
275,20070326,114,1644,0
275,20070327,114,1638,0
275,20070328,107,1676,0
275,20070329,75,894,20
275,20070330,90,1234,18
275,20070331,104,1590,0
275,20070401,116,1783,0
275,20070402,116,1728,0
275,20070403,66,699,-1
275,20070404,60,1954,0
275,20070405,73,1536,0
275,20070406,95,1657,0
275,20070407,76,868,-1
275,20070408,74,1789,0
275,20070409,97,1178,0
275,20070410,115,794,0
275,20070411,121,1071,0
275,20070412,142,1917,0
275,20070413,166,1589,0
275,20070414,193,2000,0
275,20070415,195,2150,0
275,20070416,179,2069,0
275,20070417,105,1540,0
275,20070418,76,1391,0
275,20070419,98,2105,0
275,20070420,69,1627,0
275,20070421,79,2176,0
275,20070422,121,2265,0
275,20070423,164,1773,-1
275,20070424,170,1419,0
275,20070425,201,1818,0
275,20070426,200,2133,0
275,20070427,199,2259,0
275,20070428,191,2284,0
275,20070429,150,2421,0
275,20070430,130,2550,0
275,20070501,148,2517,0
275,20070502,146,2551,0
275,20070503,143,2330,0
275,20070504,160,2292,0
275,20070505,137,2432,0
275,20070506,120,1751,2
275,20070507,123,224,345
275,20070508,115,1051,132
275,20070509,125,1118,29
275,20070510,130,1181,82
275,20070511,118,700,137
275,20070512,130,1208,53
275,20070513,153,1118,8
275,20070514,131,1094,22
275,20070515,119,1803,7
275,20070516,111,1021,178
275,20070517,96,1298,16
275,20070518,157,1930,-1
275,20070519,140,2276,10
275,20070520,141,1516,32
275,20070521,166,845,0
275,20070522,148,876,0
275,20070523,150,2767,0
275,20070524,189,2741,0
275,20070525,189,1708,0
275,20070526,145,1537,18
275,20070527,144,1056,12
275,20070528,127,765,19
275,20070529,107,759,11
275,20070530,140,2604,-1
275,20070531,149,1456,22
275,20070601,174,2191,0
275,20070602,181,2279,0
275,20070603,165,1599,0
275,20070604,181,2383,0
275,20070605,186,1868,0
275,20070606,178,1867,0
275,20070607,223,2341,0
275,20070608,236,2367,70
275,20070609,190,1603,4
275,20070610,190,1261,34
275,20070611,201,1969,19
275,20070612,164,576,0
275,20070613,174,1723,0
275,20070614,198,1750,65
275,20070615,184,1117,73
275,20070616,157,1618,22
275,20070617,164,1657,8
275,20070618,164,1048,107
275,20070619,193,2852,0
275,20070620,195,1717,7
275,20070621,159,538,12
275,20070622,162,1592,35
275,20070623,154,1315,39
275,20070624,157,1562,24
275,20070625,153,1301,80
275,20070626,121,1254,27
275,20070627,130,1832,10
275,20070628,146,2299,5
275,20070629,144,690,52
275,20070630,162,1197,10
275,20070701,194,1965,66
275,20070702,168,1643,133
275,20070703,146,1015,17
275,20070704,135,951,235
275,20070705,154,1718,279
275,20070706,145,412,66
275,20070707,159,2114,3
275,20070708,161,1884,6
275,20070709,149,1944,8
275,20070710,141,1877,27
275,20070711,140,889,21
275,20070712,158,1173,15
275,20070713,197,1493,0
275,20070714,211,2047,0
275,20070715,222,1703,-1
275,20070716,228,1846,11
275,20070717,186,2263,25
275,20070718,174,2046,11
275,20070719,182,1918,0
275,20070720,172,936,278
275,20070721,172,2337,73
275,20070722,152,1799,21
275,20070723,154,899,73
275,20070724,154,1382,26
275,20070725,172,2187,0
275,20070726,177,1127,98
275,20070727,171,1792,0
275,20070728,166,1730,100
275,20070729,142,1064,190
275,20070730,133,2124,37
275,20070731,135,2087,0
275,20070801,162,2507,0
275,20070802,164,822,0
275,20070803,161,2097,0
275,20070804,193,2512,0
275,20070805,227,2527,0
275,20070806,217,2055,19
275,20070807,176,832,2
275,20070808,154,1540,0
275,20070809,156,238,53
275,20070810,169,980,0
275,20070811,155,2330,0
275,20070812,168,2095,92
275,20070813,170,1612,0
275,20070814,190,1886,19
275,20070815,208,1588,85
275,20070816,160,1539,71
275,20070817,133,1103,42
275,20070818,156,1875,-1
275,20070819,175,1494,-1
275,20070820,160,919,64
275,20070821,167,1104,121
275,20070822,174,1215,4
275,20070823,173,1117,16
275,20070824,190,1950,0
275,20070825,180,1886,0
275,20070826,167,1711,0
275,20070827,136,1273,0
275,20070828,129,1609,0
275,20070829,123,1517,0
275,20070830,137,903,3
275,20070831,155,624,1
275,20070901,157,997,-1
275,20070902,166,917,63
275,20070903,134,1640,182
275,20070904,111,1668,33
275,20070905,106,647,16
275,20070906,163,1210,1
275,20070907,153,832,1
275,20070908,151,635,6
275,20070909,135,748,-1
275,20070910,137,802,59
275,20070911,133,992,6
275,20070912,128,930,0
275,20070913,122,810,0
275,20070914,119,1034,10
275,20070915,112,1637,0
275,20070916,152,1431,0
275,20070917,135,281,68
275,20070918,104,1304,28
275,20070919,111,1258,0
275,20070920,144,556,8
275,20070921,150,764,0
275,20070922,135,615,0
275,20070923,163,1280,0
275,20070924,142,721,32
275,20070925,108,852,48
275,20070926,95,932,14
275,20070927,117,975,21
275,20070928,136,654,92
275,20070929,120,201,50
275,20070930,115,562,0
275,20071001,104,293,10
275,20071002,120,385,0
275,20071003,136,217,69
275,20071004,125,505,0
275,20071005,100,795,0
275,20071006,104,1186,0
275,20071007,101,1200,0
275,20071008,94,795,0
275,20071009,114,351,0
275,20071010,123,917,0
275,20071011,105,857,0
275,20071012,130,596,0
275,20071013,117,1038,0
275,20071014,111,1114,0
275,20071015,120,918,0
275,20071016,131,843,0
275,20071017,108,207,41
275,20071018,78,760,22
275,20071019,71,628,3
275,20071020,42,921,0
275,20071021,75,285,14
275,20071022,43,978,0
275,20071023,37,916,0
275,20071024,74,322,0
275,20071025,77,187,0
275,20071026,79,298,0
275,20071027,82,206,0
275,20071028,94,426,12
275,20071029,85,102,66
275,20071030,61,568,0
275,20071031,82,429,0
275,20071101,116,173,0
275,20071102,127,154,38
275,20071103,115,177,4
275,20071104,86,272,-1
275,20071105,90,175,42
275,20071106,68,533,2
275,20071107,91,109,19
275,20071108,82,229,79
275,20071109,46,470,39
275,20071110,70,335,261
275,20071111,67,393,114
275,20071112,41,505,14
275,20071113,32,136,39
275,20071114,18,469,1
275,20071115,7,496,0
275,20071116,24,287,0
275,20071117,30,435,0
275,20071118,24,405,0
275,20071119,36,168,0
275,20071120,73,308,2
275,20071121,81,74,8
275,20071122,77,471,0
275,20071123,46,168,5
275,20071124,29,334,13
275,20071125,55,276,35
275,20071126,32,272,6
275,20071127,33,291,0
275,20071128,52,121,0
275,20071129,52,58,33
275,20071130,62,75,67
275,20071201,82,385,71
275,20071202,83,55,184
275,20071203,60,234,67
275,20071204,60,144,1
275,20071205,109,125,27
275,20071206,98,54,186
275,20071207,92,166,117
275,20071208,55,220,130
275,20071209,71,254,92
275,20071210,53,185,1
275,20071211,38,340,2
275,20071212,25,97,0
275,20071213,7,157,0
275,20071214,0,193,0
275,20071215,8,236,0
275,20071216,-17,403,0
275,20071217,-9,130,0
275,20071218,-19,328,0
275,20071219,-36,192,0
275,20071220,-41,74,0
275,20071221,-50,107,-1
275,20071222,-30,376,0
275,20071223,13,219,-1
275,20071224,11,121,0
275,20071225,25,209,2
275,20071226,33,81,4
275,20071227,42,94,0
275,20071228,64,298,0
275,20071229,54,202,24
275,20071230,41,150,29
275,20071231,10,164,3
275,20080101,-4,188,0
275,20080102,-14,505,0
275,20080103,1,171,-1
275,20080104,23,167,5
275,20080105,58,127,80
275,20080106,34,336,1
275,20080107,61,198,71
275,20080108,52,132,-1
275,20080109,58,172,5
275,20080110,72,226,1
275,20080111,94,112,82
275,20080112,55,175,6
275,20080113,49,209,-1
275,20080114,61,286,2
275,20080115,81,71,58
275,20080116,69,222,-1
275,20080117,58,112,36
275,20080118,88,109,83
275,20080119,106,44,203
275,20080120,111,39,78
275,20080121,95,85,119
275,20080122,29,369,16
275,20080123,54,75,10
275,20080124,72,47,22
275,20080125,53,285,0
275,20080126,78,429,0
275,20080127,79,224,10
275,20080128,73,159,0
275,20080129,55,112,0
275,20080130,32,177,24
275,20080131,34,208,38
275,20080201,50,299,4
275,20080202,19,542,51
275,20080203,27,550,0
275,20080204,48,139,4
275,20080205,69,90,58
275,20080206,66,229,15
275,20080207,40,530,-1
275,20080208,62,732,0
275,20080209,66,783,0
275,20080210,65,763,0
275,20080211,68,777,0
275,20080212,53,803,0
275,20080213,20,275,0
275,20080214,29,193,0
275,20080215,10,898,0
275,20080216,-11,920,0
275,20080217,-4,928,0
275,20080218,-3,800,0
275,20080219,20,512,0
275,20080220,21,734,0
275,20080221,65,206,-1
275,20080222,96,155,1
275,20080223,78,413,0
275,20080224,86,306,17
275,20080225,67,936,28
275,20080226,91,178,53
275,20080227,58,870,0
275,20080228,60,699,0
275,20080229,65,503,114
275,20080301,86,539,41
275,20080302,89,858,19
275,20080303,51,681,1
275,20080304,18,1017,21
275,20080305,18,1137,-1
275,20080306,62,216,17
275,20080307,67,293,8
275,20080308,62,856,-1
275,20080309,76,200,41
275,20080310,60,375,25
275,20080311,75,432,96
275,20080312,70,214,53
275,20080313,73,826,1
275,20080314,70,1162,2
275,20080315,73,649,0
275,20080316,75,337,160
275,20080317,37,715,3
275,20080318,27,1209,8
275,20080319,30,1352,31
275,20080320,37,567,174
275,20080321,22,624,108
275,20080322,7,607,12
275,20080323,0,1513,-1
275,20080324,8,1047,23
275,20080325,3,1145,47
275,20080326,20,739,-1
275,20080327,44,937,2
275,20080328,71,781,58
275,20080329,88,1061,5
275,20080330,90,479,91
275,20080331,89,1053,1
275,20080401,80,715,32
275,20080402,76,718,4
275,20080403,71,615,1
275,20080404,78,554,-1
275,20080405,62,456,122
275,20080406,32,1646,19
275,20080407,31,1857,0
275,20080408,42,1760,0
275,20080409,59,1847,0
275,20080410,60,1585,0
275,20080411,69,1265,0
275,20080412,75,1314,6
275,20080413,81,1509,62
275,20080414,65,1119,-1
275,20080415,38,1362,7
275,20080416,29,1101,-1
275,20080417,56,2145,0
275,20080418,74,1570,0
275,20080419,82,1238,-1
275,20080420,106,1667,0
275,20080421,118,2122,0
275,20080422,122,1961,0
275,20080423,134,1989,11
275,20080424,117,1423,60
275,20080425,101,1501,0
275,20080426,135,1611,0
275,20080427,162,1906,-1
275,20080428,116,452,50
275,20080429,108,1325,20
275,20080430,126,1321,-1
275,20080501,93,1503,60
275,20080502,101,1889,0
275,20080503,131,2178,0
275,20080504,148,2490,0
275,20080505,155,2613,0
275,20080506,170,2324,0
275,20080507,179,2569,0
275,20080508,188,2621,0
275,20080509,201,2595,0
275,20080510,202,2628,0
275,20080511,196,2669,0
275,20080512,192,2539,0
275,20080513,194,2208,0
275,20080514,186,2085,11
275,20080515,169,1709,56
275,20080516,125,499,110
275,20080517,103,504,90
275,20080518,105,1885,0
275,20080519,91,1439,0
275,20080520,105,2666,0
275,20080521,125,2441,0
275,20080522,143,1859,0
275,20080523,160,2032,0
275,20080524,173,2513,-1
275,20080525,147,1053,11
275,20080526,135,912,15
275,20080527,164,1364,4
275,20080528,191,1402,-1
275,20080529,173,838,69
275,20080530,167,921,-1
275,20080531,154,1885,54
275,20080601,176,1738,-1
275,20080602,231,2528,480
275,20080603,187,1641,118
275,20080604,172,1121,140
275,20080605,169,1352,8
275,20080606,194,2462,0
275,20080607,174,2126,-1
275,20080608,197,2263,-1
275,20080609,203,2724,0
275,20080610,168,2375,0
275,20080611,133,1612,0
275,20080612,106,866,110
275,20080613,114,1400,24
275,20080614,110,1048,42
275,20080615,109,1601,26
275,20080616,110,2223,0
275,20080617,130,2372,0
275,20080618,155,2250,0
275,20080619,148,1214,11
275,20080620,152,1841,0
275,20080621,177,2018,0
275,20080622,202,2124,40
275,20080623,147,2512,0
275,20080624,159,2771,0
275,20080625,175,1693,0
275,20080626,168,2312,0
275,20080627,167,2072,38
275,20080628,173,1103,19
275,20080629,167,1889,0
275,20080630,168,1893,-1
275,20080701,201,2893,0
275,20080702,234,2319,76
275,20080703,174,639,53
275,20080704,158,1679,27
275,20080705,176,2141,1
275,20080706,180,2239,5
275,20080707,151,1297,108
275,20080708,146,1432,79
275,20080709,150,1467,97
275,20080710,167,652,211
275,20080711,157,1308,62
275,20080712,143,1524,25
275,20080713,142,1875,0
275,20080714,158,1980,0
275,20080715,169,1220,-1
275,20080716,163,1328,-1
275,20080717,139,659,54
275,20080718,152,892,15
275,20080719,155,969,178
275,20080720,130,1336,21
275,20080721,129,859,85
275,20080722,156,2043,1
275,20080723,168,944,-1
275,20080724,200,2633,0
275,20080725,220,1930,0
275,20080726,220,1656,117
275,20080727,225,2218,31
275,20080728,240,2014,-1
275,20080729,215,1514,29
275,20080730,220,2282,0
275,20080731,245,2245,0
275,20080801,199,1682,4
275,20080802,185,1815,4
275,20080803,182,1007,51
275,20080804,174,1911,16
275,20080805,186,1601,0
275,20080806,218,2195,0
275,20080807,200,906,45
275,20080808,162,1178,96
275,20080809,164,1953,10
275,20080810,174,1074,15
275,20080811,165,1330,0
275,20080812,168,1380,44
275,20080813,160,1653,10
275,20080814,147,1600,4
275,20080815,142,2159,0
275,20080816,155,1913,0
275,20080817,170,1122,30
275,20080818,158,631,104
275,20080819,169,1140,19
275,20080820,161,792,59
275,20080821,166,1138,13
275,20080822,145,701,40
275,20080823,139,1545,7
275,20080824,151,1199,7
275,20080825,172,1233,-1
275,20080826,172,513,0
275,20080827,160,349,0
275,20080828,170,509,0
275,20080829,177,1445,0
275,20080830,186,2046,0
275,20080831,208,1842,0
275,20080901,171,1298,0
275,20080902,158,640,106
275,20080903,133,858,70
275,20080904,149,1427,0
275,20080905,160,767,30
275,20080906,172,1138,0
275,20080907,149,538,41
275,20080908,144,641,2
275,20080909,174,1754,10
275,20080910,184,1495,0
275,20080911,204,1649,9
275,20080912,163,373,121
275,20080913,127,905,13
275,20080914,114,1605,0
275,20080915,113,1425,0
275,20080916,120,1061,0
275,20080917,114,945,0
275,20080918,103,1522,0
275,20080919,102,1247,0
275,20080920,102,1574,0
275,20080921,117,820,0
275,20080922,128,1282,0
275,20080923,124,419,25
275,20080924,123,514,-1
275,20080925,117,1355,0
275,20080926,115,1426,0
275,20080927,107,1429,0
275,20080928,108,1162,0
275,20080929,109,535,31
275,20080930,114,296,146
275,20081001,115,690,81
275,20081002,86,849,75
275,20081003,72,888,7
275,20081004,80,655,2
275,20081005,107,144,165
275,20081006,108,334,-1
275,20081007,141,589,7
275,20081008,119,441,22
275,20081009,87,1026,0
275,20081010,107,1012,0
275,20081011,128,1035,0
275,20081012,125,624,0
275,20081013,155,860,0
275,20081014,139,774,-1
275,20081015,133,267,40
275,20081016,91,422,30
275,20081017,77,624,4
275,20081018,86,649,0
275,20081019,103,602,0
275,20081020,129,992,0
275,20081021,96,369,63
275,20081022,75,610,0
275,20081023,88,851,0
275,20081024,87,198,31
275,20081025,79,770,0
275,20081026,114,100,67
275,20081027,72,604,6
275,20081028,37,538,3
275,20081029,18,784,0
275,20081030,24,336,4
275,20081031,47,370,0
275,20081101,59,170,42
275,20081102,84,385,-1
275,20081103,79,101,0
275,20081104,72,237,0
275,20081105,89,97,7
275,20081106,98,394,0
275,20081107,84,294,3
275,20081108,90,609,0
275,20081109,96,386,42
275,20081110,128,195,51
275,20081111,93,308,189
275,20081112,75,341,15
275,20081113,70,370,1
275,20081114,88,73,13
275,20081115,106,85,19
275,20081116,69,200,-1
275,20081117,43,338,0
275,20081118,60,82,12
275,20081119,79,229,-1
275,20081120,89,147,41
275,20081121,36,288,151
275,20081122,4,330,108
275,20081123,-2,205,94
275,20081124,-14,349,23
275,20081125,-2,358,4
275,20081126,20,215,12
275,20081127,52,54,-1
275,20081128,28,133,0
275,20081129,14,225,7
275,20081130,7,56,52
275,20081201,33,299,-1
275,20081202,23,264,40
275,20081203,17,195,4
275,20081204,20,116,56
275,20081205,52,101,13
275,20081206,47,282,2
275,20081207,29,340,0
275,20081208,14,283,0
275,20081209,2,58,37
275,20081210,7,395,0
275,20081211,26,71,5
275,20081212,8,170,0
275,20081213,-8,209,0
275,20081214,18,164,0
275,20081215,24,57,0
275,20081216,-1,148,0
275,20081217,13,66,5
275,20081218,36,112,4
275,20081219,50,219,31
275,20081220,74,101,28
275,20081221,81,101,5
275,20081222,71,285,15
275,20081223,40,165,-1
275,20081224,56,74,4
275,20081225,27,112,0
275,20081226,-14,377,0
275,20081227,-25,394,0
275,20081228,-29,388,0
275,20081229,-40,460,0
275,20081230,-44,428,0
275,20081231,-64,447,0
275,20090101,-19,58,0
275,20090102,-17,173,-1
275,20090103,-45,96,0
275,20090104,11,64,72
275,20090105,-22,295,32
275,20090106,-92,510,0
275,20090107,-33,183,-1
275,20090108,-51,244,0
275,20090109,-83,491,0
275,20090110,-73,479,0
275,20090111,-18,429,0
275,20090112,33,301,23
275,20090113,40,67,65
275,20090114,33,113,-1
275,20090115,20,430,0
275,20090116,14,198,-1
275,20090117,46,99,6
275,20090118,49,67,46
275,20090119,47,80,48
275,20090120,34,256,2
275,20090121,27,305,0
275,20090122,32,164,72
275,20090123,46,64,263
275,20090124,29,242,-1
275,20090125,19,538,0
275,20090126,14,566,0
275,20090127,-3,566,0
275,20090128,-13,685,0
275,20090129,-12,688,0
275,20090130,-4,651,0
275,20090131,-1,627,0
275,20090201,-17,408,-1
275,20090202,11,263,-1
275,20090203,20,200,33
275,20090204,3,122,6
275,20090205,31,241,24
275,20090206,49,606,0
275,20090207,15,167,26
275,20090208,2,444,4
275,20090209,19,140,73
275,20090210,36,108,56
275,20090211,13,406,12
275,20090212,5,724,-1
275,20090213,6,217,10
275,20090214,-14,782,0
275,20090215,0,278,32
275,20090216,55,274,28
275,20090217,30,177,13
275,20090218,-6,664,0
275,20090219,4,283,11
275,20090220,44,186,7
275,20090221,47,336,-1
275,20090222,59,177,1
275,20090223,55,325,1
275,20090224,40,288,0
275,20090225,46,266,4
275,20090226,63,580,21
275,20090227,69,204,4
275,20090228,62,207,-1
275,20090301,61,461,-1
275,20090302,48,459,0
275,20090303,46,381,1
275,20090304,62,389,-1
275,20090305,44,388,13
275,20090306,41,159,23
275,20090307,41,880,-1
275,20090308,68,875,48
275,20090309,45,422,6
275,20090310,48,192,25
275,20090311,53,804,2
275,20090312,72,157,19
275,20090313,63,927,0
275,20090314,82,572,2
275,20090315,76,436,0
275,20090316,71,602,0
275,20090317,66,1335,0
275,20090318,37,1179,0
275,20090319,58,1348,0
275,20090320,32,1650,0
275,20090321,36,1653,0
275,20090322,73,1002,4
275,20090323,60,353,89
275,20090324,35,1268,4
275,20090325,46,436,129
275,20090326,66,294,44
275,20090327,57,772,28
275,20090328,55,500,59
275,20090329,46,1164,4
275,20090330,40,1841,0
275,20090331,65,1708,0
275,20090401,96,1636,0
275,20090402,119,1853,0
275,20090403,146,1788,0
275,20090404,91,538,-1
275,20090405,102,1217,0
275,20090406,133,1594,0
275,20090407,115,933,-1
275,20090408,98,803,19
275,20090409,117,746,0
275,20090410,176,1679,1
275,20090411,169,1606,38
275,20090412,145,1111,16
275,20090413,126,1619,0
275,20090414,135,1784,0
275,20090415,171,2020,0
275,20090416,150,1197,9
275,20090417,126,1368,28
275,20090418,118,2256,0
275,20090419,116,1668,0
275,20090420,137,2179,0
275,20090421,128,2320,0
275,20090422,99,2286,0
275,20090423,102,2093,0
275,20090424,137,2267,0
275,20090425,144,1834,-1
275,20090426,147,1483,24
275,20090427,121,1229,28
275,20090428,97,766,20
275,20090429,101,1523,0
275,20090430,121,2190,0
275,20090501,147,1823,-1
275,20090502,131,1544,0
275,20090503,105,1139,-1
275,20090504,95,1398,2
275,20090505,111,658,76
275,20090506,121,469,46
275,20090507,134,1641,0
275,20090508,123,1732,-1
275,20090509,111,1994,0
275,20090510,139,2308,0
275,20090511,123,2222,-1
275,20090512,127,2205,0
275,20090513,157,2378,-1
275,20090514,164,1967,14
275,20090515,135,644,93
275,20090516,129,1723,4
275,20090517,133,1030,56
275,20090518,139,1811,-1
275,20090519,147,1921,-1
275,20090520,149,2302,0
275,20090521,143,1587,0
275,20090522,121,2169,5
275,20090523,159,2234,11
275,20090524,164,2779,0
275,20090525,191,2283,0
275,20090526,150,1319,50
275,20090527,122,1471,4
275,20090528,147,1747,5
275,20090529,145,2979,0
275,20090530,165,2803,0
275,20090531,181,2585,0
275,20090601,194,2432,9
275,20090602,159,2886,0
275,20090603,112,1249,-1
275,20090604,101,1653,20
275,20090605,92,1204,-1
275,20090606,113,1622,0
275,20090607,117,1166,78
275,20090608,134,1840,-1
275,20090609,151,1475,72
275,20090610,141,1613,120
275,20090611,125,1316,139
275,20090612,124,2508,0
275,20090613,142,2587,0
275,20090614,159,975,77
275,20090615,153,1037,-1
275,20090616,139,1110,62
275,20090617,171,2396,2
275,20090618,173,2267,2
275,20090619,151,2065,-1
275,20090620,139,1522,-1
275,20090621,123,1552,31
275,20090622,126,1839,0
275,20090623,165,2687,0
275,20090624,186,2696,0
275,20090625,202,2657,0
275,20090626,199,1739,40
275,20090627,192,962,92
275,20090628,201,1457,-1
275,20090629,204,1827,-1
275,20090630,213,2512,0
275,20090701,218,2700,0
275,20090702,240,2498,0
275,20090703,222,1685,17
275,20090704,200,2650,0
275,20090705,203,2198,62
275,20090706,178,1926,132
275,20090707,151,1386,39
275,20090708,152,1387,50
275,20090709,136,1244,49
275,20090710,134,722,83
275,20090711,163,1912,-1
275,20090712,167,936,66
275,20090713,178,2298,0
275,20090714,194,2233,1
275,20090715,199,2475,0
275,20090716,202,2622,0
275,20090717,193,1676,32
275,20090718,149,677,62
275,20090719,157,1699,76
275,20090720,167,1856,1
275,20090721,191,1912,37
275,20090722,202,1531,92
275,20090723,164,845,75
275,20090724,158,1720,30
275,20090725,159,1934,17
275,20090726,182,2308,-1
275,20090727,183,1683,8
275,20090728,166,1661,-1
275,20090729,199,1757,37
275,20090730,154,1825,4
275,20090731,160,1758,0
275,20090801,199,1951,0
275,20090802,158,625,133
275,20090803,155,2275,0
275,20090804,181,2038,0
275,20090805,215,2440,0
275,20090806,234,2416,0
275,20090807,230,2012,1
275,20090808,181,569,0
275,20090809,180,1203,0
275,20090810,180,2025,10
275,20090811,184,1630,30
275,20090812,171,774,24
275,20090813,167,1646,1
275,20090814,160,2134,0
275,20090815,212,2251,0
275,20090816,191,1544,0
275,20090817,168,1244,0
275,20090818,181,1729,0
275,20090819,231,2176,0
275,20090820,243,1696,53
275,20090821,164,1481,6
275,20090822,153,1468,0
275,20090823,195,2162,0
275,20090824,210,2067,-1
275,20090825,169,680,59
275,20090826,176,1729,0
275,20090827,188,1283,1
275,20090828,164,1433,104
275,20090829,142,1720,17
275,20090830,141,970,4
275,20090831,190,1865,0
275,20090901,174,659,33
275,20090902,164,1435,-1
275,20090903,150,1067,87
275,20090904,137,1207,141
275,20090905,139,1248,121
275,20090906,142,837,-1
275,20090907,164,1680,0
275,20090908,191,1800,0
275,20090909,166,706,-1
275,20090910,154,1391,-1
275,20090911,141,1013,-1
275,20090912,140,1172,0
275,20090913,133,965,5
275,20090914,143,804,14
275,20090915,146,338,68
275,20090916,154,970,0
275,20090917,128,1562,0
275,20090918,149,1591,0
275,20090919,179,1275,0
275,20090920,148,984,0
275,20090921,129,1398,0
275,20090922,150,1362,0
275,20090923,158,697,-1
275,20090924,133,1071,0
275,20090925,106,836,0
275,20090926,114,1127,0
275,20090927,115,1223,0
275,20090928,136,606,0
275,20090929,149,401,8
275,20090930,141,280,13
275,20091001,121,620,50
275,20091002,104,584,-1
275,20091003,127,362,57
275,20091004,105,1159,-1
275,20091005,106,227,22
275,20091006,143,277,39
275,20091007,163,454,187
275,20091008,98,904,124
275,20091009,90,1182,87
275,20091010,124,490,49
275,20091011,109,267,62
275,20091012,95,858,16
275,20091013,66,1031,-1
275,20091014,28,1103,0
275,20091015,35,1138,0
275,20091016,96,708,43
275,20091017,70,859,12
275,20091018,64,797,1
275,20091019,76,350,0
275,20091020,77,952,0
275,20091021,97,733,0
275,20091022,78,240,39
275,20091023,101,709,0
275,20091024,107,230,49
275,20091025,125,506,-1
275,20091026,115,226,33
275,20091027,109,367,0
275,20091028,104,688,0
275,20091029,126,335,0
275,20091030,107,545,0
275,20091031,94,492,3
275,20091101,121,187,175
275,20091102,87,255,39
275,20091103,75,502,79
275,20091104,73,276,58
275,20091105,77,138,56
275,20091106,84,272,5
275,20091107,72,256,41
275,20091108,46,603,0
275,20091109,64,161,-1
275,20091110,68,162,43
275,20091111,72,287,13
275,20091112,70,164,24
275,20091113,132,157,6
275,20091114,126,216,22
275,20091115,97,152,23
275,20091116,100,143,7
275,20091117,102,197,0
275,20091118,107,114,16
275,20091119,105,410,0
275,20091120,122,376,12
275,20091121,126,387,7
275,20091122,111,315,105
